symbol	sFH14_1	sFH14_2	sFH14_3	sFH14_4	sFH14_5	sFH14_6	sFH14_7	sFH14_8
ENSG00000213839	252	16	0	0	0	0	0	0
ENSG00000213842	1	0	0	0	0	0	1	0
ENSG00000213849	0	0	0	0	0	0	0	0
ENSG00000213851	0	0	0	0	0	0	0	0
ENSG00000213853	522	40	3	8	0	0	4	0
ENSG00000213854	0	0	0	0	0	0	0	0
ENSG00000213856	5	0	0	0	0	0	0	0
ENSG00000213857	0	0	0	1	0	2	0	0
ENSG00000213859	122	94	0	6	0	0	0	0
ENSG00000213860	3	3	0	0	14	5	1	3
ENSG00000213862	21	0	13	1	5	7	0	3
ENSG00000213864	1	8	0	0	0	0	2	0
ENSG00000213866	175	30	2	17	8	6	1	15
ENSG00000213867	0	0	0	0	0	0	0	0
ENSG00000213871	0	0	0	0	0	0	0	0
ENSG00000213872	0	0	2	2	0	0	4	5
ENSG00000213873	0	0	0	0	0	0	0	0
ENSG00000213875	0	0	0	0	0	0	1	0
ENSG00000213876	0	0	0	0	0	0	0	0
ENSG00000213877	0	0	0	0	0	0	0	0
ENSG00000213880	0	0	0	0	0	0	0	0
ENSG00000213881	68	102	0	0	0	2	0	0
ENSG00000213882	0	0	0	0	0	0	0	0
ENSG00000213885	8	1	1	4	1	0	0	1
ENSG00000213886	0	0	0	0	0	0	0	0
ENSG00000213888	39	0	0	0	0	3	0	0
ENSG00000213889	109	22	0	9	0	5	27	0
ENSG00000213891	1	2	0	1	0	0	0	0
ENSG00000213892	0	0	0	0	0	0	0	0
ENSG00000213896	0	0	0	0	0	0	0	0
ENSG00000213900	1	0	0	0	0	0	0	0
ENSG00000213901	1	0	0	0	0	0	0	0
ENSG00000213903	60	0	0	0	0	0	0	0
ENSG00000213904	50	1	0	0	0	3	0	0
ENSG00000213906	15	1	0	0	0	0	0	0
ENSG00000213908	0	0	0	0	0	0	0	0
ENSG00000213911	0	0	0	0	0	0	0	0
ENSG00000213916	0	0	0	0	0	0	0	0
ENSG00000213917	19	2	0	0	0	0	0	1
ENSG00000213918	131	25	8	9	0	1	16	0
ENSG00000213920	142	43	0	13	0	3	0	0
ENSG00000213921	0	0	0	0	0	0	0	0
ENSG00000213923	2284	249	48	184	106	128	63	11
ENSG00000213924	0	0	0	0	0	0	0	0
ENSG00000213925	3	2	0	0	0	0	0	0
ENSG00000213926	0	0	0	0	0	0	0	0
ENSG00000213927	0	0	0	0	0	0	0	0
ENSG00000213928	12	0	0	0	0	0	0	0
ENSG00000213930	14	2	0	0	4	0	0	0
ENSG00000213931	0	0	0	0	0	0	0	0
ENSG00000213934	0	0	0	0	0	0	0	0
ENSG00000213935	1	0	0	0	0	0	0	0
ENSG00000213937	0	0	0	0	0	0	0	0
ENSG00000213938	0	4	0	0	0	0	0	0
ENSG00000213939	0	1	0	0	0	0	0	0
ENSG00000213940	0	0	0	0	0	0	0	0
ENSG00000213942	15	1	0	1	0	1	3	0
ENSG00000213943	1	0	0	0	0	0	0	0
ENSG00000213946	0	0	0	0	0	0	0	0
ENSG00000213949	30	18	0	13	0	0	5	0
ENSG00000213950	0	0	0	0	0	1	0	0
ENSG00000213954	0	0	0	0	0	0	0	0
ENSG00000213956	0	0	0	0	0	0	0	0
ENSG00000213958	0	0	0	0	0	0	0	0
ENSG00000213959	1	0	0	0	0	0	0	0
ENSG00000213962	1	0	0	0	0	0	0	0
ENSG00000213963	42	7	0	0	0	0	0	0
ENSG00000213964	0	0	0	0	0	0	0	0
ENSG00000213965	539	22	2	24	2	8	0	0
ENSG00000213967	68	5	0	0	0	0	0	0
ENSG00000213970	0	0	0	0	0	0	0	0
ENSG00000213972	0	0	0	0	0	0	0	0
ENSG00000213973	0	0	0	0	0	0	0	0
ENSG00000213976	3	0	0	0	0	0	0	0
ENSG00000213977	86	0	0	1	1	1	1	0
ENSG00000213979	0	0	0	0	0	0	0	0
ENSG00000213981	0	0	0	0	0	0	0	0
ENSG00000213983	25	5	0	19	0	0	7	0
ENSG00000213985	0	1	0	0	0	0	0	0
ENSG00000213987	0	0	0	0	0	0	0	0
ENSG00000213988	0	0	0	0	0	0	0	0
ENSG00000213994	0	0	0	0	0	0	0	0
ENSG00000213995	359	81	0	10	0	0	1	0
ENSG00000213996	1	0	0	0	0	0	0	0
ENSG00000213997	0	0	0	0	0	0	0	0
ENSG00000213999	0	0	0	0	0	0	0	0
ENSG00000214003	0	0	0	0	0	0	0	0
ENSG00000214009	0	0	0	0	0	0	0	0
ENSG00000214012	0	0	0	0	0	0	0	0
ENSG00000214013	43	13	0	0	0	0	0	0
ENSG00000214015	0	0	0	0	0	0	0	0
ENSG00000214016	1	2	5	0	1	0	0	0
ENSG00000214018	14	0	0	0	0	0	0	1
ENSG00000214019	8	5	0	0	0	0	0	0
ENSG00000214020	0	0	0	0	0	0	0	0
ENSG00000214021	29	13	0	0	26	0	0	0
ENSG00000214022	261	74	9	4	45	36	0	0
ENSG00000214024	0	0	0	0	0	0	0	0
ENSG00000214025	0	0	0	5	0	0	0	0
ENSG00000214026	409	81	9	40	1	17	6	35
ENSG00000214027	0	0	0	0	0	0	0	0
ENSG00000214029	220	145	1	4	0	0	1	0
ENSG00000214031	0	0	0	0	0	0	0	0
ENSG00000214035	0	0	0	0	0	0	0	0
ENSG00000214039	0	0	0	0	0	0	0	0
ENSG00000214041	0	0	0	0	0	0	0	0
ENSG00000214042	0	0	0	0	0	0	0	0
ENSG00000214043	0	0	0	0	0	0	0	0
ENSG00000214045	0	0	0	0	0	0	0	0
ENSG00000214046	785	332	1	41	1	0	0	0
ENSG00000214047	0	0	0	0	0	0	0	2
ENSG00000214049	0	0	0	0	0	0	0	0
ENSG00000214050	45	0	0	0	3	2	9	0
ENSG00000214051	0	0	0	0	0	0	0	0
ENSG00000214062	0	1	0	0	0	0	0	0
ENSG00000214063	92	3	8	3	14	0	0	0
ENSG00000214064	0	0	0	0	0	0	0	0
ENSG00000214067	0	0	0	0	0	0	0	0
ENSG00000214070	0	0	0	0	0	0	0	0
ENSG00000214071	0	0	0	0	0	0	0	0
ENSG00000214073	0	0	0	0	0	0	0	0
ENSG00000214074	0	0	0	0	0	0	0	0
ENSG00000214076	0	0	0	0	0	0	0	0
ENSG00000214077	2	0	0	0	0	0	0	0
ENSG00000214078	183	38	6	43	0	0	14	22
ENSG00000214081	0	0	0	0	0	0	0	0
ENSG00000214087	533	33	7	147	21	13	2	0
ENSG00000214089	0	0	0	0	0	0	0	0
ENSG00000214093	2	0	0	0	0	0	0	0
ENSG00000214097	0	0	6	0	0	0	0	0
ENSG00000214100	0	0	0	0	0	0	0	0
ENSG00000214102	1	0	0	0	0	0	0	0
ENSG00000214106	4	0	0	9	0	0	0	0
ENSG00000214107	1	0	0	0	0	0	0	0
ENSG00000214108	0	0	0	0	0	0	0	0
ENSG00000214110	0	0	0	0	0	0	0	0
ENSG00000214111	4	3	0	0	0	0	0	0
ENSG00000214113	553	40	8	19	0	6	0	0
ENSG00000214114	892	106	0	19	0	0	5	0
ENSG00000214121	0	0	0	0	0	0	1	0
ENSG00000214124	0	0	0	0	0	0	0	0
ENSG00000214125	0	0	0	0	0	0	0	0
ENSG00000214128	0	0	0	0	0	0	0	0
ENSG00000214132	10	0	0	2	0	0	0	0
ENSG00000214135	650	233	0	27	4	0	2	4
ENSG00000214140	0	0	0	0	0	0	0	0
ENSG00000214141	0	0	0	0	0	0	0	0
ENSG00000214142	0	0	0	0	0	0	0	0
ENSG00000214144	0	2	0	0	0	1	0	0
ENSG00000214145	0	0	0	0	0	0	0	0
ENSG00000214146	0	0	0	0	0	0	0	0
ENSG00000214147	0	0	0	0	0	0	0	0
ENSG00000214160	260	2	12	33	22	12	0	28
ENSG00000214161	0	0	0	0	0	0	0	0
ENSG00000214174	218	129	3	2	8	4	0	0
ENSG00000214176	13	0	0	0	5	0	0	0
ENSG00000214178	0	0	0	0	0	0	0	0
ENSG00000214182	73	60	7	21	13	7	20	2
ENSG00000214184	14	37	0	0	0	0	0	0
ENSG00000214185	18	13	0	0	0	0	0	0
ENSG00000214188	7	0	0	0	0	0	0	0
ENSG00000214189	0	0	0	0	0	0	0	0
ENSG00000214190	0	0	0	0	0	0	0	0
ENSG00000214192	3	0	0	0	0	0	0	0
ENSG00000214193	137	31	0	0	0	0	0	0
ENSG00000214194	370	22	21	57	5	4	11	8
ENSG00000214195	0	0	0	0	0	0	0	0
ENSG00000214198	48	4	0	0	0	2	0	0
ENSG00000214199	28	5	2	0	3	1	4	0
ENSG00000214200	0	1	0	0	0	0	0	0
ENSG00000214203	12	8	0	0	0	0	0	0
ENSG00000214204	0	2	0	0	0	0	0	0
ENSG00000214207	0	0	0	0	0	0	0	0
ENSG00000214210	6	0	0	0	0	0	0	0
ENSG00000214211	0	0	0	0	0	0	0	0
ENSG00000214212	19	0	0	0	0	0	0	0
ENSG00000214216	0	0	0	0	0	0	0	0
ENSG00000214222	2	1	0	0	0	0	0	0
ENSG00000214223	81	107	14	3	19	4	16	7
ENSG00000214226	135	53	0	1	3	0	0	0
ENSG00000214237	0	0	0	0	0	0	0	0
ENSG00000214243	0	0	0	0	0	0	0	0
ENSG00000214244	25	3	0	1	0	0	0	0
ENSG00000214245	0	0	0	0	0	0	0	0
ENSG00000214248	4	0	0	0	0	0	0	0
ENSG00000214249	4	0	0	0	0	0	0	0
ENSG00000214252	0	0	0	0	0	0	0	0
ENSG00000214253	922	479	9	6	19	19	13	0
ENSG00000214254	0	0	0	0	0	0	0	0
ENSG00000214255	0	0	1	0	0	0	0	0
ENSG00000214259	0	0	0	0	0	0	0	0
ENSG00000214262	0	0	0	0	0	0	0	0
ENSG00000214263	0	0	0	0	0	0	0	0
ENSG00000214264	1	0	0	0	0	0	0	0
ENSG00000214265	0	0	0	0	0	0	0	0
ENSG00000214266	0	0	0	0	0	0	0	0
ENSG00000214268	0	0	0	0	0	0	0	0
ENSG00000214269	0	0	0	0	0	0	0	1
ENSG00000214273	15	2	0	0	0	0	0	0
ENSG00000214274	20	0	0	0	0	0	0	0
ENSG00000214278	0	0	0	0	0	0	0	0
ENSG00000214279	8	4	0	0	4	0	0	0
ENSG00000214280	0	0	0	0	0	0	0	0
ENSG00000214281	0	0	0	0	0	0	0	0
ENSG00000214282	0	0	0	0	0	0	0	0
ENSG00000214283	1	0	0	0	0	0	0	0
ENSG00000214285	0	0	0	0	0	0	0	0
ENSG00000214286	1	0	0	0	0	0	0	0
ENSG00000214288	0	0	0	0	0	0	0	0
ENSG00000214289	0	0	0	0	0	0	0	0
ENSG00000214290	0	0	0	0	0	0	0	0
ENSG00000214293	310	297	0	2	16	3	2	3
ENSG00000214295	2	0	0	0	0	0	0	0
ENSG00000214297	1	0	0	0	0	0	0	0
ENSG00000214298	0	0	0	0	0	0	0	0
ENSG00000214300	0	0	0	0	0	0	0	0
ENSG00000214301	0	0	0	0	0	0	0	0
ENSG00000214305	0	0	0	0	0	0	0	0
ENSG00000214309	36	0	0	1	0	0	0	0
ENSG00000214313	0	0	0	0	0	0	0	0
ENSG00000214318	0	0	0	0	0	0	0	0
ENSG00000214319	0	0	0	0	0	0	0	0
ENSG00000214321	0	0	0	0	0	0	0	0
ENSG00000214322	0	0	0	0	0	0	0	0
ENSG00000214324	0	0	0	0	0	0	0	0
ENSG00000214326	0	0	0	0	0	0	0	0
ENSG00000214329	0	0	0	0	0	0	0	0
ENSG00000214330	0	0	0	0	0	0	0	0
ENSG00000214331	63	3	2	13	0	0	0	8
ENSG00000214335	0	0	0	0	0	0	0	0
ENSG00000214336	214	0	0	0	0	0	0	0
ENSG00000214338	0	0	0	0	0	0	0	0
ENSG00000214342	0	0	0	0	0	0	0	0
ENSG00000214344	0	0	0	0	0	0	0	0
ENSG00000214347	0	0	0	0	0	0	0	0
ENSG00000214351	0	0	0	0	0	0	0	0
ENSG00000214353	4	0	0	0	0	0	0	0
ENSG00000214354	0	0	0	0	0	0	0	0
ENSG00000214357	107	10	0	0	0	0	0	0
ENSG00000214359	0	0	0	0	0	0	0	0
ENSG00000214360	0	0	0	0	0	0	0	0
ENSG00000214362	0	3	0	2	0	0	0	0
ENSG00000214366	0	0	0	0	0	0	0	0
ENSG00000214367	1248	110	12	67	6	7	7	9
ENSG00000214369	0	0	0	0	0	0	0	0
ENSG00000214374	0	0	0	0	0	0	0	0
ENSG00000214376	0	0	0	0	0	0	0	0
ENSG00000214380	1	3	0	0	0	0	0	0
ENSG00000214381	0	0	0	0	0	0	0	0
ENSG00000214389	248	371	16	3	14	23	18	20
ENSG00000214391	28	0	5	2	0	6	7	0
ENSG00000214401	4	0	0	0	0	0	0	0
ENSG00000214402	0	0	0	0	0	0	0	0
ENSG00000214405	0	0	0	0	0	0	0	0
ENSG00000214407	0	0	0	0	0	0	0	0
ENSG00000214413	170	13	0	4	0	0	0	13
ENSG00000214414	0	0	0	0	0	0	0	0
ENSG00000214415	0	0	0	0	0	0	0	0
ENSG00000214417	0	0	0	0	0	0	0	0
ENSG00000214424	0	0	0	0	0	0	0	0
ENSG00000214425	165	1	0	1	0	0	0	0
ENSG00000214428	0	0	0	0	0	0	0	0
ENSG00000214429	0	0	0	0	0	0	0	0
ENSG00000214432	1	0	0	0	0	0	0	0
ENSG00000214433	0	0	0	0	0	0	0	0
ENSG00000214434	0	0	0	0	0	0	0	0
ENSG00000214435	40	46	1	0	0	0	0	0
ENSG00000214439	18	0	0	0	0	0	0	0
ENSG00000214447	0	0	0	0	0	0	0	0
ENSG00000214455	9	0	0	0	0	1	0	0
ENSG00000214456	0	0	0	0	0	0	0	0
ENSG00000214457	0	0	0	0	0	0	0	0
ENSG00000214460	0	0	0	0	0	0	0	0
ENSG00000214465	1	0	0	0	0	0	0	0
ENSG00000214484	0	0	0	0	0	0	0	0
ENSG00000214485	46	100	0	1	0	3	4	0
ENSG00000214487	0	0	0	0	0	0	0	0
ENSG00000214491	0	0	0	0	0	0	0	0
ENSG00000214510	0	0	0	0	0	0	0	0
ENSG00000214511	0	0	0	0	0	0	0	0
ENSG00000214513	0	0	0	0	0	0	0	0
ENSG00000214514	0	0	0	0	0	0	0	0
ENSG00000214517	694	355	0	91	8	6	19	0
ENSG00000214518	0	0	0	0	0	0	0	0
ENSG00000214525	0	0	0	0	0	0	0	0
ENSG00000214526	0	0	0	0	0	0	0	0
ENSG00000214530	157	12	2	4	0	24	0	0
ENSG00000214533	0	0	0	0	0	0	0	0
ENSG00000214534	10	0	0	0	0	0	0	0
ENSG00000214535	7	23	0	0	0	0	0	0
ENSG00000214541	1	15	0	0	0	0	0	0
ENSG00000214544	0	0	0	0	0	0	0	0
ENSG00000214546	0	0	0	0	0	0	0	0
ENSG00000214548	0	0	0	0	0	0	0	0
ENSG00000214549	0	0	0	0	0	0	0	0
ENSG00000214552	2	0	0	0	0	0	0	0
ENSG00000214553	0	0	0	0	0	0	0	0
ENSG00000214558	1	0	0	0	0	0	0	0
ENSG00000214559	0	0	0	0	0	0	0	0
ENSG00000214560	0	0	0	0	0	0	0	0
ENSG00000214561	0	0	0	0	0	0	0	0
ENSG00000214562	7	0	0	0	0	0	7	0
ENSG00000214563	0	0	0	0	0	0	0	0
ENSG00000214575	162	14	0	0	0	0	0	0
ENSG00000214578	1	0	0	0	0	0	0	0
ENSG00000214581	0	0	0	0	0	0	0	0
ENSG00000214584	0	0	0	0	0	0	0	0
ENSG00000214593	1	0	0	0	0	0	0	0
ENSG00000214595	362	156	0	1	0	0	7	0
ENSG00000214602	0	0	0	0	0	0	0	0
ENSG00000214604	0	0	0	0	0	0	0	0
ENSG00000214607	0	0	0	0	0	0	0	0
ENSG00000214612	1	0	0	0	1	0	0	0
ENSG00000214614	0	0	0	0	0	0	0	0
ENSG00000214617	1	0	0	0	0	0	0	0
ENSG00000214626	0	0	0	0	0	0	0	0
ENSG00000214628	0	0	0	0	0	0	0	0
ENSG00000214629	0	0	0	0	0	0	0	0
ENSG00000214641	0	0	0	0	0	0	0	0
ENSG00000214642	0	0	0	0	0	0	0	0
ENSG00000214643	0	0	0	0	0	0	0	0
ENSG00000214646	0	0	0	0	0	0	0	0
ENSG00000214650	4	0	0	0	0	0	0	0
ENSG00000214651	0	0	0	0	0	0	0	0
ENSG00000214652	1	0	0	0	0	0	0	0
ENSG00000214653	16	26	0	0	0	0	0	0
ENSG00000214654	64	0	0	10	0	0	0	3
ENSG00000214655	91	24	0	23	15	19	0	0
ENSG00000214657	0	0	0	0	0	0	0	0
ENSG00000214659	0	0	0	0	0	0	0	0
ENSG00000214660	0	0	0	0	0	0	0	0
ENSG00000214668	0	0	0	0	0	0	0	0
ENSG00000214669	0	0	0	0	0	0	0	0
ENSG00000214671	0	0	0	0	0	0	0	0
ENSG00000214676	0	0	0	0	0	0	0	0
ENSG00000214681	0	0	0	0	0	0	0	0
ENSG00000214684	0	0	0	0	0	0	0	0
ENSG00000214686	0	0	0	0	0	0	0	0
ENSG00000214688	0	0	0	0	0	0	0	0
ENSG00000214691	0	0	0	0	0	0	0	0
ENSG00000214694	21	0	0	0	0	0	0	0
ENSG00000214695	0	0	0	0	0	0	0	0
ENSG00000214700	12	0	0	0	0	0	0	0
ENSG00000214702	0	0	0	0	0	0	0	0
ENSG00000214706	575	26	20	31	43	24	9	4
ENSG00000214708	4	0	0	0	0	0	0	0
ENSG00000214711	0	0	0	0	0	0	0	0
ENSG00000214717	329	11	0	30	0	4	8	0
ENSG00000214719	87	40	0	0	0	0	1	7
ENSG00000214720	0	0	0	0	0	0	0	0
ENSG00000214725	5	0	0	0	0	0	0	0
ENSG00000214727	0	1	0	0	0	0	0	0
ENSG00000214736	0	0	0	0	0	0	0	0
ENSG00000214743	1	0	0	0	0	0	0	0
ENSG00000214745	0	0	0	0	0	0	0	0
ENSG00000214748	0	0	0	0	0	0	0	0
ENSG00000214753	1853	1271	6	0	30	0	3	1
ENSG00000214754	0	0	0	0	0	0	0	0
ENSG00000214756	9	0	0	2	0	0	0	0
ENSG00000214759	0	0	0	0	0	0	0	0
ENSG00000214760	0	0	0	0	0	0	0	0
ENSG00000214761	1	0	0	0	0	0	0	0
ENSG00000214765	431	492	18	35	33	16	3	0
ENSG00000214770	22	7	0	0	0	0	0	0
ENSG00000214772	0	0	0	0	0	0	0	0
ENSG00000214773	0	0	0	0	0	0	0	0
ENSG00000214776	23	0	0	0	0	0	0	0
ENSG00000214782	0	0	0	0	0	0	0	0
ENSG00000214783	15	0	0	0	0	0	0	0
ENSG00000214784	8	18	4	1	0	0	4	2
ENSG00000214787	2	0	0	0	0	0	0	0
ENSG00000214788	0	0	0	0	0	0	0	0
ENSG00000214794	0	0	0	0	0	0	0	0
ENSG00000214796	83	8	0	0	0	0	0	0
ENSG00000214797	0	0	0	0	0	0	0	0
ENSG00000214803	0	0	0	0	0	0	0	0
ENSG00000214807	0	1	0	0	0	0	0	0
ENSG00000214810	1	0	0	0	0	0	0	0
ENSG00000214812	0	0	0	0	0	0	0	0
ENSG00000214814	0	0	0	0	0	0	0	0
ENSG00000214815	0	0	0	0	0	0	0	0
ENSG00000214819	0	0	0	0	0	0	0	0
ENSG00000214820	549	198	1	3	20	4	0	0
ENSG00000214821	1	1	0	0	0	0	0	0
ENSG00000214822	0	0	0	0	0	0	0	0
ENSG00000214823	0	0	0	0	0	0	0	0
ENSG00000214825	0	0	0	0	0	0	0	0
ENSG00000214826	56	6	0	3	2	0	0	0
ENSG00000214827	11	0	0	0	0	0	0	0
ENSG00000214832	54	7	0	0	0	0	0	3
ENSG00000214835	0	0	0	0	0	0	0	0
ENSG00000214837	2	0	0	0	0	0	0	0
ENSG00000214842	0	0	0	0	0	0	0	0
ENSG00000214843	0	0	0	0	0	0	0	0
ENSG00000214846	0	0	1	0	0	13	2	5
ENSG00000214851	0	0	0	0	0	0	0	0
ENSG00000214853	0	0	0	0	0	0	0	0
ENSG00000214855	0	0	0	0	0	0	0	0
ENSG00000214856	0	0	0	0	0	0	0	0
ENSG00000214857	0	0	0	0	0	0	0	0
ENSG00000214860	0	0	0	0	0	0	0	0
ENSG00000214866	0	0	0	0	0	0	0	0
ENSG00000214867	0	1	0	0	0	0	0	0
ENSG00000214869	0	0	0	0	0	0	0	0
ENSG00000214870	8	0	0	0	6	0	0	0
ENSG00000214872	0	0	0	0	0	0	0	0
ENSG00000214875	0	0	0	0	0	0	0	0
ENSG00000214878	0	0	0	0	0	0	0	0
ENSG00000214880	0	0	0	0	0	0	0	0
ENSG00000214881	0	0	0	0	0	0	0	0
ENSG00000214883	0	0	0	0	0	0	0	0
ENSG00000214886	0	0	0	0	0	0	0	0
ENSG00000214888	0	0	0	0	0	0	0	0
ENSG00000214889	0	0	0	0	0	0	0	0
ENSG00000214890	0	0	0	0	0	0	0	0
ENSG00000214891	0	0	0	0	0	0	0	0
ENSG00000214892	0	0	0	0	0	0	0	0
ENSG00000214894	0	0	0	0	0	0	0	0
ENSG00000214896	0	0	0	0	0	0	0	0
ENSG00000214897	1	0	0	0	0	0	0	0
ENSG00000214900	5	10	0	0	0	0	0	0
ENSG00000214903	0	0	0	0	0	0	0	0
ENSG00000214904	0	0	0	0	0	0	0	0
ENSG00000214908	1	10	0	0	0	0	0	0
ENSG00000214914	0	0	0	0	0	0	0	0
ENSG00000214915	0	0	0	0	3	0	0	0
ENSG00000214917	0	0	0	0	0	0	0	0
ENSG00000214919	0	0	0	0	0	0	0	0
ENSG00000214922	45	7	0	1	0	0	0	0
ENSG00000214925	0	0	0	0	0	0	4	1
ENSG00000214929	0	0	0	0	0	0	0	0
ENSG00000214930	0	0	0	0	0	0	0	0
ENSG00000214940	0	0	0	0	0	0	0	0
ENSG00000214941	2162	1081	9	49	1	35	8	0
ENSG00000214942	0	0	0	0	0	0	0	0
ENSG00000214943	0	0	0	0	0	0	0	0
ENSG00000214944	74	0	0	0	0	6	0	0
ENSG00000214946	0	0	0	0	0	0	0	0
ENSG00000214954	29	2	6	3	3	1	1	3
ENSG00000214955	0	0	0	0	0	0	0	0
ENSG00000214960	89	28	0	2	2	0	0	0
ENSG00000214961	0	0	0	0	0	0	0	0
ENSG00000214967	0	0	0	0	0	0	0	0
ENSG00000214970	0	0	0	0	0	0	0	0
ENSG00000214973	7	9	1	0	0	0	0	0
ENSG00000214975	0	0	0	0	0	0	0	0
ENSG00000214976	0	0	0	0	0	0	0	0
ENSG00000214978	0	0	0	0	0	0	0	0
ENSG00000214980	0	0	0	0	0	0	0	0
ENSG00000214988	0	0	0	0	0	0	0	0
ENSG00000214992	0	0	0	0	0	0	0	0
ENSG00000214998	0	0	0	0	0	0	0	0
ENSG00000214999	0	0	0	0	0	0	0	0
ENSG00000215000	0	0	0	0	0	0	0	0
ENSG00000215002	0	0	0	0	0	0	0	0
ENSG00000215003	3	0	0	0	0	0	0	0
ENSG00000215004	0	0	0	0	0	0	0	0
ENSG00000215005	2	0	0	0	0	0	0	1
ENSG00000215006	0	0	0	0	0	0	0	0
ENSG00000215007	21	6	0	0	3	0	0	0
ENSG00000215009	0	0	0	0	0	0	0	0
ENSG00000215012	1832	516	0	22	0	0	7	9
ENSG00000215014	52	2	12	0	0	0	0	0
ENSG00000215016	1	0	0	0	0	0	0	0
ENSG00000215018	0	0	0	0	0	0	0	0
ENSG00000215021	1787	69	35	178	110	40	27	15
ENSG00000215022	2	0	0	0	0	0	0	0
ENSG00000215023	0	0	0	0	0	0	0	0
ENSG00000215029	0	0	0	0	0	0	0	0
ENSG00000215030	41	36	29	67	19	30	19	73
ENSG00000215032	0	0	0	0	0	0	0	0
ENSG00000215034	0	0	0	0	0	0	0	0
ENSG00000215035	0	0	0	0	0	0	0	0
ENSG00000215037	0	0	0	0	0	0	0	0
ENSG00000215039	13	2	0	0	0	0	0	0
ENSG00000215041	465	133	6	25	8	35	14	1
ENSG00000215043	0	0	0	0	0	0	0	0
ENSG00000215045	3	0	0	0	0	0	0	0
ENSG00000215049	0	0	0	0	0	0	0	0
ENSG00000215054	0	0	0	0	0	0	0	0
ENSG00000215057	0	0	0	0	0	0	0	0
ENSG00000215063	0	0	0	0	0	0	0	0
ENSG00000215065	0	0	0	0	0	0	0	0
ENSG00000215067	27	3	0	0	0	0	0	0
ENSG00000215068	0	0	0	0	0	0	0	0
ENSG00000215070	0	1	0	0	0	0	0	0
ENSG00000215085	0	1	0	0	0	0	0	0
ENSG00000215086	46	24	0	0	2	1	0	0
ENSG00000215088	0	0	0	0	0	0	0	0
ENSG00000215089	0	0	0	0	0	0	0	0
ENSG00000215093	2	0	0	1	1	0	0	0
ENSG00000215094	0	0	0	0	0	0	0	0
ENSG00000215096	0	0	0	0	0	0	0	0
ENSG00000215097	0	0	0	0	0	0	0	0
ENSG00000215102	0	0	0	0	0	0	0	0
ENSG00000215105	369	8	21	1	0	3	0	2
ENSG00000215110	0	0	0	0	0	0	0	0
ENSG00000215112	0	0	0	0	0	0	0	0
ENSG00000215113	0	0	0	0	0	0	0	0
ENSG00000215114	1251	348	1	39	1	17	10	0
ENSG00000215115	0	0	0	0	0	0	0	0
ENSG00000215117	0	0	0	0	0	0	0	0
ENSG00000215120	0	0	0	0	0	0	0	0
ENSG00000215124	0	0	0	0	0	0	0	0
ENSG00000215126	228	139	8	8	0	1	0	1
ENSG00000215127	0	0	0	0	0	0	0	0
ENSG00000215131	0	0	0	0	0	0	0	0
ENSG00000215146	3	0	0	0	0	0	0	0
ENSG00000215148	0	0	0	0	0	0	0	0
ENSG00000215149	0	0	0	0	0	0	0	0
ENSG00000215151	0	0	0	0	0	0	0	0
ENSG00000215154	83	20	3	7	6	0	27	0
ENSG00000215156	8	1	0	0	0	0	0	0
ENSG00000215158	179	47	1	34	0	2	0	0
ENSG00000215160	0	0	0	0	0	0	0	0
ENSG00000215162	0	0	0	0	0	0	0	0
ENSG00000215165	0	0	0	0	0	0	0	0
ENSG00000215168	0	0	0	0	0	0	0	0
ENSG00000215174	0	0	0	0	0	0	0	0
ENSG00000215177	0	0	0	0	0	0	0	0
ENSG00000215179	5	0	0	0	0	0	0	0
ENSG00000215182	0	2	0	0	0	0	0	0
ENSG00000215183	0	0	0	0	0	0	0	0
ENSG00000215184	0	0	0	0	0	0	0	0
ENSG00000215186	2	0	0	0	0	0	0	0
ENSG00000215187	0	0	0	0	0	0	0	0
ENSG00000215190	123	4	2	3	0	0	0	0
ENSG00000215193	3327	378	5	12	0	0	8	0
ENSG00000215196	0	0	0	0	0	0	0	0
ENSG00000215197	4	0	0	0	0	0	0	0
ENSG00000215198	0	0	0	0	0	0	0	0
ENSG00000215199	0	2	0	0	0	0	0	0
ENSG00000215203	0	0	0	0	0	0	0	0
ENSG00000215206	0	0	0	0	0	0	0	0
ENSG00000215208	0	0	0	0	0	0	0	0
ENSG00000215210	5	1	0	0	0	0	0	0
ENSG00000215217	1	0	0	0	0	0	0	0
ENSG00000215218	14	0	0	0	3	0	0	0
ENSG00000215221	0	0	0	0	0	0	0	0
ENSG00000215223	0	0	0	0	0	0	0	0
ENSG00000215227	0	0	0	0	0	0	0	0
ENSG00000215231	0	0	0	0	0	0	0	0
ENSG00000215236	0	0	0	0	0	0	0	0
ENSG00000215237	0	0	0	0	0	0	0	0
ENSG00000215241	3	0	0	0	0	0	0	0
ENSG00000215244	5	0	0	0	0	0	0	0
ENSG00000215246	9	0	0	0	0	0	0	0
ENSG00000215251	1379	130	5	13	7	10	0	4
ENSG00000215252	99	31	0	4	0	4	6	0
ENSG00000215256	53	5	0	0	0	0	10	0
ENSG00000215262	0	0	0	0	0	0	0	0
ENSG00000215263	0	0	0	0	0	0	0	0
ENSG00000215264	0	0	0	0	0	0	0	0
ENSG00000215267	0	0	0	0	0	0	0	0
ENSG00000215268	0	0	0	0	0	0	0	0
ENSG00000215269	0	0	0	0	0	0	0	0
ENSG00000215270	7	0	0	0	0	0	0	0
