symbol_ensembl	Gag	GagMCP	GagZipMCP	EPN24MCP	No_Exporter_Psi	No_Exporter_MS2x8	NoDNA	Wildtype
ENSG00000261273	0	0	1	0	1	0	0	0
ENSG00000261278	0	2	1	2	1	0	6	0
ULK4P1_ENSG00000261279	2	3	0	1	0	3	3	1
ATP2C2-AS1_ENSG00000261286	7	1	8	5	2	0	1	5
ENSG00000261291	0	0	0	1	0	0	0	0
ENSG00000261292	0	9	12	10	2	10	13	11
NUP93-DT_ENSG00000261302	0	0	2	4	0	0	0	2
ENSG00000261303	4	0	0	0	0	2	0	0
ENSG00000261305	1	5	0	4	0	5	1	5
FIGNL2_ENSG00000261308	12	10	13	17	14	6	16	32
ENSG00000261312	4	0	1	0	0	2	0	3
ENSG00000261314	0	2	0	0	0	0	0	0
LARP4P_ENSG00000261315	0	0	0	0	1	0	0	0
DIS3L-AS1_ENSG00000261318	0	0	0	0	1	0	0	1
ENSG00000261320	0	0	0	0	0	0	2	0
ENSG00000261324	37	38	52	17	32	56	27	15
LINC02192_ENSG00000261325	0	3	0	0	0	0	0	0
LINC01355_ENSG00000261326	174	154	172	176	65	199	32	44
ENSG00000261329	0	4	3	6	0	6	3	0
ENSG00000261335	18	16	38	41	16	25	12	21
ENSG00000261338	8	15	13	6	9	20	10	8
ENSG00000261341	3	1	1	0	0	0	0	0
ENSG00000261342	30	19	27	23	16	18	31	29
ENSG00000261351	37	33	52	52	35	51	52	27
ENSG00000261356	1	0	0	0	0	0	0	0
ENSG00000261357	0	0	0	2	1	1	0	1
OTULIN-DT_ENSG00000261360	5	26	19	7	6	19	5	6
MANEA-DT_ENSG00000261366	9	8	7	11	1	5	2	2
ENSG00000261368	0	2	3	0	0	0	0	0
ENSG00000261369	0	0	0	0	3	0	0	0
PECAM1_ENSG00000261371	2	3	4	0	1	2	0	0
VPS9D1-AS1_ENSG00000261373	1696	1656	1714	1802	1407	2138	2119	1660
ENSG00000261375	0	0	2	0	1	0	0	0
PDCD6IPP2_ENSG00000261377	73	98	86	112	73	107	122	97
ENSG00000261386	0	1	3	0	0	5	4	0
MAFTRR_ENSG00000261390	5	9	3	7	3	10	5	16
HSPE1P5_ENSG00000261395	0	0	0	0	0	1	0	0
PSMD7-DT_ENSG00000261404	1	5	6	1	0	5	0	0
ENSG00000261405	0	0	0	1	0	0	0	0
ENSG00000261407	1	0	4	2	1	0	2	3
TEN1-CDK3_ENSG00000261408	28	18	28	32	26	29	9	30
MPC1-DT_ENSG00000261420	24	7	25	26	12	23	10	11
TMEM202-AS1_ENSG00000261423	72	56	77	79	60	57	45	30
ATP5PBP7_ENSG00000261424	0	0	1	1	0	2	0	0
DPPA2P4_ENSG00000261429	0	0	0	0	0	1	0	0
DHX35-DT_ENSG00000261431	0	0	1	0	2	0	1	0
ENSG00000261433	0	0	1	0	0	0	0	0
POLG-DT_ENSG00000261441	10	9	5	10	4	13	4	8
ENSG00000261447	0	0	0	0	2	2	4	2
ENSG00000261451	3	3	1	0	0	0	0	1
LINC01003_ENSG00000261455	349	271	310	318	280	369	328	358
TUBB8_ENSG00000261456	0	0	3	0	5	2	0	0
ENSG00000261457	0	0	0	0	0	1	0	1
ENSG00000261458	0	0	0	0	0	1	0	0
ENSG00000261459	3	13	0	6	1	0	7	0
ENSG00000261460	64	34	48	66	41	67	32	33
UBE2MP1_ENSG00000261461	16	10	16	6	17	25	14	13
ENSG00000261462	1	8	6	2	2	9	4	1
COQ7-DT_ENSG00000261465	1	5	5	6	2	2	7	4
ENSG00000261469	2	4	7	0	1	3	0	3
ENSG00000261471	0	0	3	0	0	0	0	0
ENSG00000261474	1	0	0	0	0	2	0	0
LINC02190_ENSG00000261475	0	0	0	0	0	4	0	0
ENSG00000261476	0	0	0	0	0	5	0	4
ENSG00000261478	0	0	0	1	0	4	2	0
CARHSP1-DT_ENSG00000261481	2	0	0	0	0	0	0	3
PAN3-AS1_ENSG00000261485	43	25	29	28	28	36	10	14
ENSG00000261487	1	0	4	1	2	1	1	0
TBILA_ENSG00000261488	44	38	53	53	30	40	35	36
ENSG00000261490	10	12	17	15	4	19	0	3
ENSG00000261499	7	7	2	5	8	5	0	7
BBS7-DT_ENSG00000261501	0	0	0	1	0	1	0	0
ENSG00000261502	0	0	0	0	0	1	0	0
LINC01686_ENSG00000261504	34	15	37	28	44	36	20	34
ENSG00000261505	11	0	6	6	3	3	2	4
ENSG00000261512	71	44	66	31	30	60	32	61
ENSG00000261513	6	7	3	6	4	3	0	8
LINC01976_ENSG00000261514	22	10	24	17	24	21	17	22
ENSG00000261519	1	3	3	3	3	1	4	1
ABCB10P3_ENSG00000261524	0	0	0	0	0	1	0	0
ENSG00000261526	73	104	103	91	85	128	43	88
ENSG00000261534	71	73	98	91	82	105	114	87
ENSG00000261537	4	0	0	0	0	0	0	0
ENSG00000261542	7	23	16	12	14	21	11	6
ENSG00000261546	9	3	18	5	1	9	4	1
ENSG00000261549	3	0	2	2	0	1	1	1
ENSG00000261553	94	56	94	61	82	83	85	75
ENSG00000261555	0	1	0	0	0	0	0	0
SMG1P7_ENSG00000261556	87	145	130	95	67	136	40	56
EEF1A1P38_ENSG00000261557	12	13	5	2	11	5	9	8
FSCN1P1_ENSG00000261559	1	10	1	0	2	0	0	1
ENSG00000261560	14	13	4	8	3	3	3	4
AGK-DT_ENSG00000261570	31	34	24	25	19	28	3	6
ENSG00000261572	69	57	69	62	54	63	77	74
ENSG00000261575	0	4	12	18	18	18	13	19
ENSG00000261578	15	9	35	19	21	22	12	24
ENSG00000261582	0	0	4	0	0	0	0	1
ENSG00000261584	0	1	0	0	0	0	0	0
TMEM249_ENSG00000261587	12	14	13	20	6	22	7	5
ENSG00000261588	4	2	3	3	1	3	1	1
TPBGL_ENSG00000261594	6	8	6	3	13	13	7	19
ENSG00000261596	0	0	0	0	0	0	1	0
HERC2P8_ENSG00000261599	0	0	1	0	0	0	0	0
ENSG00000261600	1	1	0	0	0	0	1	0
PRSS46P_ENSG00000261603	3	0	0	0	0	0	0	0
ENSG00000261606	0	0	1	0	1	2	1	0
GAN_ENSG00000261609	603	642	724	651	493	768	667	689
ENSG00000261610	0	1	1	0	0	0	2	0
ENSG00000261611	9	15	12	8	10	14	5	11
SUB1P3_ENSG00000261612	3	1	0	0	1	2	3	1
ENSG00000261613	6	20	11	12	5	15	26	13
YBX3P1_ENSG00000261614	17	8	13	16	4	13	8	8
ENSG00000261616	5	12	8	13	0	11	5	1
LINC02177_ENSG00000261617	0	0	0	0	2	0	0	0
LINC02605_ENSG00000261618	0	1	0	0	0	0	0	0
HMGN2P41_ENSG00000261620	0	1	0	0	0	0	3	0
PAQR5-DT_ENSG00000261634	18	7	5	9	4	16	5	8
ENSG00000261635	0	0	0	0	2	0	0	0
CYLD-AS1_ENSG00000261644	0	3	9	0	0	0	0	0
DISC1FP1_ENSG00000261645	0	1	0	0	0	0	0	0
ENSG00000261646	0	0	2	2	0	0	0	0
IMPDH1P11_ENSG00000261647	1	0	0	0	0	0	1	0
ENSG00000261648	0	0	2	0	0	0	0	0
GOLGA6L7_ENSG00000261649	5	0	1	0	0	0	0	2
C15orf65_ENSG00000261652	33	53	36	47	25	55	44	36
ENSG00000261654	8	3	3	14	3	8	10	8
ENSG00000261655	2	4	2	0	0	0	0	7
ENSG00000261659	88	115	96	74	61	60	25	21
ENSG00000261663	14	12	17	8	6	22	23	2
TTC39A-AS1_ENSG00000261664	0	1	0	5	0	0	0	0
ENSG00000261668	5	14	6	4	9	14	0	2
ENSG00000261669	0	0	0	0	0	4	0	0
ENSG00000261670	6	4	4	0	3	3	2	0
ENSG00000261671	0	0	0	0	2	0	0	0
SCRT1_ENSG00000261678	57	55	60	36	18	28	21	4
ATP5PDP1_ENSG00000261679	0	0	0	0	4	1	0	0
ENSG00000261684	1	0	1	1	1	4	3	0
ENSG00000261687	0	0	0	1	0	0	0	0
ENSG00000261693	6	4	17	6	3	4	3	5
ENSG00000261696	0	1	0	0	1	1	4	0
ENSG00000261697	0	1	1	0	1	1	0	0
HPR_ENSG00000261701	0	2	0	0	1	1	0	0
LINC00165_ENSG00000261706	0	1	0	0	0	0	0	0
ENSG00000261707	0	0	0	1	0	5	0	0
SSTR5-AS1_ENSG00000261713	5	1	2	3	1	1	0	0
H2BC20P_ENSG00000261716	314	384	448	283	174	365	143	183
ENSG00000261717	0	1	2	0	1	0	3	0
ENSG00000261728	0	0	3	2	0	0	0	0
FOXF2-DT_ENSG00000261730	47	39	31	21	31	20	54	70
ENSG00000261732	1	1	1	4	2	7	1	3
CLCA4-AS1_ENSG00000261737	22	16	16	24	18	18	18	27
BOLA2-SMG1P6_ENSG00000261740	62	48	79	81	56	94	46	62
ZFPM1-AS1_ENSG00000261744	1	0	0	0	1	0	0	0
ENSG00000261754	2	1	0	2	2	3	3	4
STAG1-DT_ENSG00000261758	3	1	6	4	2	8	3	1
LINC02616_ENSG00000261761	0	0	0	0	0	0	1	0
ENSG00000261762	141	139	117	134	95	166	175	113
KRT18P18_ENSG00000261764	2	0	0	0	0	0	0	0
ENSG00000261766	0	0	1	0	6	0	1	0
ENSG00000261770	13	16	20	20	13	25	8	2
DNAAF4-CCPG1_ENSG00000261771	2	0	1	0	0	0	0	0
ENSG00000261773	1	3	0	0	0	1	0	0
ENSG00000261774	0	2	0	0	1	0	0	0
DDX19A-DT_ENSG00000261777	92	119	91	96	73	151	119	158
ENSG00000261783	0	1	0	0	0	1	3	3
ENSG00000261786	20	23	56	22	9	34	3	14
TCF24_ENSG00000261787	102	131	138	129	96	131	150	242
ENSG00000261789	0	0	0	0	0	0	1	0
ENSG00000261790	30	10	40	15	14	24	14	28
GOLGA8H_ENSG00000261794	32	44	34	28	11	35	13	21
ISY1-RAB43_ENSG00000261796	0	0	2	0	2	0	1	0
ENSG00000261797	0	3	0	0	3	1	0	0
ENSG00000261798	10	6	15	17	15	11	7	18
ENSG00000261799	171	185	224	175	131	209	161	157
ENSG00000261800	0	0	0	0	3	0	0	0
LOXL1-AS1_ENSG00000261801	282	263	303	275	252	367	394	400
ENSG00000261804	13	23	18	11	16	19	5	3
TUBB8P7_ENSG00000261812	2	2	6	0	0	4	2	1
ENSG00000261813	1	0	3	1	4	0	2	1
ENSG00000261819	6	2	1	1	3	9	2	0
ENSG00000261823	0	0	0	0	0	0	1	1
LINC00662_ENSG00000261824	506	499	513	560	396	618	606	441
ENSG00000261829	2	0	0	1	3	0	0	0
ENSG00000261832	2	2	8	0	0	1	6	1
ENSG00000261839	6	6	8	10	2	16	8	9
ENSG00000261840	132	104	109	95	133	190	201	210
ENSG00000261842	0	0	0	0	2	2	0	1
ENSG00000261848	0	0	0	0	2	0	0	0
ENSG00000261864	2	0	0	0	0	0	0	0
MFSD1P1_ENSG00000261868	0	3	0	1	1	0	0	0
ZNF594-DT_ENSG00000261879	91	120	141	104	78	112	72	69
ENSG00000261884	92	39	104	64	48	78	57	40
GOSR2-DT_ENSG00000261886	1	1	1	0	1	0	0	3
ENSG00000261888	0	0	0	1	1	6	0	0
ENSG00000261889	18	18	17	9	20	15	1	1
ENSG00000261898	5	0	1	0	0	0	0	0
ENSG00000261915	8	15	15	16	6	9	2	5
ENSG00000261916	0	0	5	2	0	0	0	0
ENSG00000261924	0	4	8	4	0	4	8	0
PCDHGA9_ENSG00000261934	0	4	2	0	0	1	0	1
GFY_ENSG00000261949	12	24	13	11	16	15	15	12
ENSG00000261959	1	0	0	0	0	0	0	0
CCDC92B_ENSG00000261963	15	16	8	15	7	6	12	9
MMP25-AS1_ENSG00000261971	404	373	453	418	209	487	357	386
ENSG00000261996	0	9	0	3	1	3	0	0
ENSG00000261997	1	1	5	10	1	0	0	0
DLGAP1-AS2_ENSG00000262001	26	14	27	25	16	13	30	7
ENSG00000262003	7	0	1	13	1	2	0	1
ENSG00000262039	0	0	0	0	0	0	0	1
ENSG00000262049	78	47	77	52	50	41	40	46
ENSG00000262050	6	7	3	11	7	5	10	10
SNORD3B-2_ENSG00000262074	0	5	4	1	0	8	0	2
DKFZP434A062_ENSG00000262075	3	4	6	9	7	9	19	20
OR1P1_ENSG00000262085	2	0	0	0	0	2	0	0
ENSG00000262089	0	0	0	0	0	0	0	3
ENSG00000262094	0	3	0	0	0	0	0	0
PCDHB19P_ENSG00000262096	5	10	4	1	1	4	0	3
LINC02185_ENSG00000262097	0	0	0	0	0	0	3	0
ENSG00000262115	1	0	0	0	0	0	0	0
BCAR4_ENSG00000262117	1	1	2	0	0	0	0	0
MTCO1P28_ENSG00000262118	0	10	4	3	0	5	0	0
ENSG00000262119	5	3	0	3	3	3	0	3
ENSG00000262140	0	1	0	0	0	1	0	0
LINC00514_ENSG00000262152	2	7	2	4	2	0	3	0
LINC02175_ENSG00000262155	7	8	15	7	4	11	6	4
C17orf114_ENSG00000262165	5	9	13	4	9	14	19	6
ENSG00000262171	3	0	0	0	0	0	0	0
ENSG00000262172	6	19	9	11	11	16	7	5
MYMX_ENSG00000262179	6	10	17	22	6	3	1	0
LINC02861_ENSG00000262185	3	11	14	14	5	20	7	9
LINC01978_ENSG00000262188	3	0	1	2	0	1	0	3
ENSG00000262202	6	11	15	7	6	7	10	6
PCDHGB3_ENSG00000262209	1	5	0	0	4	1	2	3
ENSG00000262223	2	7	12	4	3	3	1	3
ENSG00000262227	6	17	19	12	16	17	20	30
ENSG00000262228	4	4	5	4	10	14	0	2
CORO7_ENSG00000262246	250	233	246	267	217	266	221	234
ENSG00000262248	1	0	0	0	0	0	0	0
ENSG00000262265	1	0	0	2	0	0	0	1
ENSG00000262298	0	0	0	1	0	0	0	0
ENSG00000262304	0	3	0	4	0	2	4	0
ENSG00000262312	0	0	1	0	2	6	3	1
ENSG00000262319	0	6	1	0	0	1	0	3
ENSG00000262332	0	0	0	0	0	2	0	0
HNRNPA1P16_ENSG00000262333	28	26	41	17	11	39	18	26
LINC02564_ENSG00000262352	0	0	3	0	0	0	0	2
ENSG00000262362	1	0	0	0	0	0	1	0
ENSG00000262380	1	0	0	0	0	0	0	0
MCUR1P1_ENSG00000262402	2	0	1	0	1	0	0	0
MMP12_ENSG00000262406	4	3	2	2	1	1	2	0
ENSG00000262410	5	0	4	8	0	4	0	0
ENSG00000262420	13	28	11	22	8	23	15	12
ENSG00000262445	2	1	1	2	0	3	5	1
MIR193BHG_ENSG00000262454	10	16	11	6	9	30	18	35
LINC01569_ENSG00000262468	69	70	83	85	55	86	79	111
TVP23CP2_ENSG00000262470	1	0	0	0	0	1	0	0
SAMD11P1_ENSG00000262480	1	2	0	0	0	0	0	0
TMEM256-PLSCR3_ENSG00000262481	20	21	22	25	18	29	14	26
ENSG00000262482	0	0	0	0	0	0	3	0
CCER2_ENSG00000262484	13	10	6	9	5	9	0	2
ENSG00000262488	0	0	1	0	0	0	1	0
FAM187B2P_ENSG00000262497	1	1	2	0	2	1	0	0
MAPK8IP1P1_ENSG00000262500	0	0	0	3	0	0	1	1
ENSG00000262503	0	0	2	0	0	0	0	0
ENSG00000262514	0	1	0	0	0	0	4	0
TXNP4_ENSG00000262519	3	0	0	0	1	3	1	2
ENSG00000262521	3	1	0	0	0	0	0	0
ENSG00000262526	0	0	1	0	0	0	0	0
ENSG00000262528	2	3	9	0	5	1	0	4
ENSG00000262539	1	2	2	3	4	2	0	0
PCDHGA4_ENSG00000262576	1	0	7	0	0	0	3	2
ENSG00000262580	61	72	80	60	39	91	30	59
TMEM231P1_ENSG00000262583	2	0	0	0	1	0	0	0
LINC01979_ENSG00000262585	2	0	0	0	0	2	3	0
ENSG00000262587	11	11	10	26	15	20	19	9
LINC00621_ENSG00000262619	13	13	8	5	8	9	9	11
ENSG00000262651	0	1	0	0	0	0	0	0
ENSG00000262652	3	2	4	0	0	2	0	0
SPON1_ENSG00000262655	240	269	283	301	273	335	415	458
ENSG00000262660	0	0	4	0	0	0	0	0
ENSG00000262663	1	3	1	1	3	0	0	0
ENSG00000262668	5	14	2	7	11	23	5	14
CAMTA2-AS1_ENSG00000262678	10	3	13	10	1	2	10	12
ENSG00000262681	4	2	7	0	1	1	1	3
ENSG00000262691	22	28	37	18	6	29	14	26
ENSG00000262700	0	4	1	3	1	1	3	0
ENSG00000262703	8	1	10	18	1	11	0	9
ENSG00000262712	29	40	18	16	26	33	13	26
ENSG00000262714	24	18	18	17	11	12	5	0
ENSG00000262728	7	17	5	11	6	10	4	8
ENSG00000262730	0	0	1	0	0	0	0	0
ENSG00000262732	3	14	16	15	5	12	11	7
ENSG00000262766	1	10	2	0	1	8	0	0
ENSG00000262768	5	2	3	12	0	2	2	9
ENSG00000262769	1	0	0	0	0	0	0	0
LINC01977_ENSG00000262772	49	43	42	72	30	46	32	46
ENSG00000262777	0	3	2	0	0	1	0	0
ENSG00000262786	0	1	4	0	2	2	5	0
MRPL12_ENSG00000262814	2085	1865	2321	2205	2268	2368	2063	1863
ENSG00000262815	1	0	0	0	0	0	0	0
ENSG00000262823	1	0	0	0	0	0	0	0
ENSG00000262833	0	0	0	1	0	1	0	0
ENSG00000262873	1	0	0	2	0	0	0	2
C19orf84_ENSG00000262874	1	6	3	2	4	6	0	0
ENSG00000262877	61	48	72	58	24	43	36	127
ENSG00000262879	884	860	991	895	656	1098	1065	1035
ENSG00000262898	1	0	0	0	0	0	0	0
MTCO1P40_ENSG00000262902	4	3	8	10	5	5	1	2
ENSG00000262903	9	9	11	11	7	12	7	8
TMPOP2_ENSG00000262904	8	9	11	14	5	12	14	14
CCNQ_ENSG00000262919	817	802	868	900	797	1041	818	702
ENSG00000262921	0	1	2	0	5	0	2	0
ALOX12P2_ENSG00000262943	2	2	0	5	0	3	3	0
EIF4A1P9_ENSG00000262953	1	0	0	0	0	0	0	0
KARS1P3_ENSG00000262962	2	0	0	0	0	0	0	0
ENSG00000262966	1	2	26	0	0	13	0	0
ENSG00000262979	0	1	0	0	0	0	0	0
ENSG00000262999	0	0	0	0	2	1	0	0
GTF2I_ENSG00000263001	2271	2616	2584	2516	2215	3215	3855	3572
ZNF234_ENSG00000263002	353	362	333	318	241	358	267	311
AKAP1-DT_ENSG00000263004	63	55	56	62	57	82	114	111
ROCK1P1_ENSG00000263006	180	168	203	210	161	245	201	121
ENSG00000263011	0	0	0	0	0	0	1	0
ENSG00000263017	0	0	0	0	0	0	0	2
ENSG00000263020	51	53	60	44	18	56	23	22
ENSG00000263033	1	5	0	4	0	5	0	0
ENSG00000263050	0	0	0	0	0	0	1	0
ENSG00000263063	0	0	2	2	3	1	4	1
ENSG00000263065	0	0	0	0	0	0	2	0
RNF213-AS1_ENSG00000263069	52	49	37	37	32	66	33	38
ZNF213-AS1_ENSG00000263072	259	242	271	219	164	270	161	244
ENSG00000263080	12	27	18	20	11	20	12	7
ENSG00000263089	10	1	1	0	0	0	1	4
ENSG00000263096	0	0	1	0	0	0	0	0
ENSG00000263105	4	1	2	0	1	0	3	0
ENSG00000263120	1	0	0	6	0	1	0	0
ENSG00000263126	178	131	154	142	94	194	108	62
LRRC37A17P_ENSG00000263142	4	4	0	0	0	3	0	4
LINC01896_ENSG00000263146	41	32	53	24	24	39	27	33
MYZAP_ENSG00000263155	0	0	4	0	1	1	5	8
ENSG00000263164	1	3	4	0	1	4	0	6
MTND1P8_ENSG00000263177	0	2	1	0	4	2	0	0
HNRNPCP4_ENSG00000263179	7	1	4	1	0	5	3	1
ENSG00000263189	1	0	0	0	0	0	0	0
DPEP2NB_ENSG00000263201	2	0	2	3	0	0	0	0
ENSG00000263212	0	0	2	0	0	0	0	0
RYKP1_ENSG00000263219	3	0	0	3	2	3	1	4
ENSG00000263220	2	0	0	0	0	0	0	0
ATP5F1AP3_ENSG00000263232	5	8	5	3	4	5	3	4
ENSG00000263235	26	20	20	26	6	31	12	6
RPS7P1_ENSG00000263266	91	60	83	101	79	92	84	82
ENSG00000263272	122	92	169	111	35	117	29	60
ENSG00000263276	3	2	2	2	0	3	0	2
ENSG00000263280	46	45	36	27	40	43	31	35
EFCAB13-DT_ENSG00000263293	0	0	2	0	0	0	0	0
ENSG00000263301	0	0	3	0	0	0	0	0
RSL1D1-DT_ENSG00000263307	4	0	1	7	0	0	0	1
ENSG00000263321	0	0	1	0	0	1	0	0
ENSG00000263326	3	0	1	0	0	2	8	0
TAPT1-AS1_ENSG00000263327	76	65	68	54	47	61	47	69
ENSG00000263331	0	0	0	1	0	0	0	0
ENSG00000263338	0	0	0	0	0	0	1	0
ENSG00000263343	0	0	0	0	0	1	0	0
ENSG00000263345	8	3	4	3	1	5	1	6
PPIAL4A_ENSG00000263353	0	0	1	3	0	0	0	0
ABHD17AP5_ENSG00000263366	0	2	0	0	0	0	0	0
ENSG00000263368	0	0	0	0	0	0	0	1
ENSG00000263393	0	0	11	2	0	2	0	0
TMEM220-AS1_ENSG00000263400	13	2	12	10	6	17	11	18
NFE2L1-DT_ENSG00000263412	76	71	80	56	58	84	29	53
ENSG00000263427	1	0	0	0	0	2	0	0
TMEM238L_ENSG00000263429	0	0	0	0	1	1	0	0
RN7SL689P_ENSG00000263432	4	0	0	0	1	0	0	0
PPIAL4C_ENSG00000263464	1	0	0	0	4	0	0	0
SRSF8_ENSG00000263465	2564	2433	2647	2411	1943	2637	1923	1582
ENSG00000263477	0	1	0	0	0	0	0	0
ENSG00000263499	1	0	0	0	0	0	0	0
MAPK8IP1P2_ENSG00000263503	1	2	4	3	3	0	0	0
FAM72C_ENSG00000263513	95	84	167	132	107	184	113	103
IKBKE_ENSG00000263528	48	47	55	53	71	60	69	75
ENSG00000263531	0	0	1	1	1	1	2	0
AK4P1_ENSG00000263535	4	5	8	2	3	3	1	5
UBBP4_ENSG00000263563	317	353	329	421	303	510	411	347
ENSG00000263567	0	0	2	0	0	1	0	1
ENSG00000263574	1	0	2	0	0	3	0	0
ENSG00000263588	1	0	0	0	0	0	0	0
ENSG00000263603	1	4	0	0	0	0	0	0
CHORDC1P4_ENSG00000263606	7	3	3	5	3	0	2	3
ENSG00000263612	0	3	0	0	0	1	0	0
ENSG00000263620	73	45	54	60	52	69	49	74
ENSG00000263624	0	0	4	0	0	5	0	1
PPP4R1-AS1_ENSG00000263627	0	0	0	0	0	0	2	0
ENSG00000263648	2	0	1	0	0	0	0	0
ENSG00000263698	0	0	0	0	0	2	0	0
LINC02864_ENSG00000263711	0	1	0	0	0	0	0	0
LINC02210-CRHR1_ENSG00000263715	1	0	0	0	0	0	0	0
ENSG00000263731	190	241	251	210	141	251	133	132
RN7SL4P_ENSG00000263740	27	18	34	19	20	40	25	17
ENSG00000263745	1	6	3	0	0	1	1	1
LINC00667_ENSG00000263753	48	38	25	43	13	39	15	25
KPNB1-DT_ENSG00000263766	1	5	3	4	2	7	1	3
ENSG00000263781	1	0	0	2	0	0	0	0
ENSG00000263786	3	8	4	3	1	6	0	3
ENSG00000263798	0	1	0	0	1	0	0	0
ENSG00000263809	1	4	9	2	1	0	0	0
RDM1P5_ENSG00000263818	26	34	48	39	29	35	35	70
ENSG00000263823	31	36	22	23	32	32	25	27
ENSG00000263826	7	11	14	18	6	20	7	6
SINHCAFP1_ENSG00000263829	1	0	0	0	0	0	1	2
MIF4GD-DT_ENSG00000263843	103	107	81	111	82	98	139	87
CIAPIN1P_ENSG00000263846	1	2	3	0	0	0	3	4
LINC01543_ENSG00000263862	2	1	0	4	0	3	5	0
LINC00672_ENSG00000263874	2	2	2	0	4	3	3	0
EEF1DP7_ENSG00000263883	1	0	0	0	1	0	0	0
THOC1-DT_ENSG00000263884	13	26	24	11	12	11	4	15
ENSG00000263887	1	1	0	0	0	0	0	0
SNORD3A_ENSG00000263934	1	5	6	5	13	13	1	2
ENSG00000263938	4	2	0	4	5	2	0	2
NBPF11_ENSG00000263956	672	800	885	662	539	863	552	453
RHEX_ENSG00000263961	0	0	1	0	0	0	0	0
RN7SL381P_ENSG00000263968	0	0	3	0	0	0	0	2
ENSG00000263990	2	2	5	3	0	2	5	3
ENSG00000264007	0	5	0	0	0	0	0	1
LINC02003_ENSG00000264026	0	3	0	0	0	0	0	0
ENSG00000264044	4	0	0	0	0	1	1	0
ENSG00000264057	3	0	1	1	0	0	0	0
ENSG00000264058	1	2	0	2	4	2	0	0
ENSG00000264067	0	0	0	0	1	0	0	3
DND1P1_ENSG00000264070	19	19	16	22	14	22	21	25
MIR4733HG_ENSG00000264107	3	1	0	1	2	2	1	3
ENSG00000264112	1028	888	1275	1035	423	1212	266	495
ENSG00000264116	0	0	0	1	0	0	0	0
ENSG00000264125	25	9	14	14	8	25	10	13
ENSG00000264148	1	0	2	1	0	3	0	1
ENSG00000264151	0	1	1	0	0	1	0	0
MAGOH2P_ENSG00000264176	4	2	4	2	7	4	5	0
ENSG00000264177	5	0	0	0	0	0	0	0
ENSG00000264179	1	0	2	1	0	0	0	1
ENSG00000264187	0	1	1	0	0	0	0	0
AGAP7P_ENSG00000264204	7	3	3	6	3	2	0	11
ENSG00000264207	0	0	1	0	0	0	1	0
ENSG00000264215	0	0	1	0	2	1	1	0
RPL35AP23_ENSG00000264217	0	0	0	1	0	2	0	0
MYL12-AS1_ENSG00000264235	15	31	19	15	17	16	17	20
ZNF407-AS1_ENSG00000264247	479	484	513	414	396	537	468	341
ENSG00000264273	0	2	4	1	0	0	0	0
ZNF236-DT_ENSG00000264278	7	4	8	11	4	1	4	3
ENSG00000264290	0	0	3	1	0	0	2	0
ENSG00000264304	0	3	0	0	1	0	0	0
MIX23P1_ENSG00000264311	0	1	1	0	1	1	2	0
ENSG00000264324	0	1	3	0	1	4	0	1
NOTCH2NLA_ENSG00000264343	22	14	11	13	6	10	7	12
LINC01894_ENSG00000264345	16	9	9	11	14	10	0	0
SNRPGP2_ENSG00000264350	0	1	2	1	2	3	2	1
DYNLL2_ENSG00000264364	2638	2666	2733	2720	2239	3161	3107	2751
ENSG00000264365	0	0	0	1	0	2	0	0
RN7SL208P_ENSG00000264391	0	0	3	0	0	0	0	0
MIR378D2HG_ENSG00000264448	1	2	0	0	2	0	0	2
ENSG00000264451	0	0	0	0	0	0	0	1
ENSG00000264456	17	17	15	19	13	33	14	20
ENSG00000264472	0	0	1	0	0	0	0	4
OTUD7B_ENSG00000264522	2170	2316	2389	2152	1791	2653	2273	1898
SUZ12P1_ENSG00000264538	555	548	659	537	359	723	270	302
ENSG00000264546	0	2	2	0	0	0	0	0
ENSG00000264548	37	22	28	17	3	25	8	28
DCXR-DT_ENSG00000264569	11	8	12	10	4	2	2	12
LINC00526_ENSG00000264575	7	10	9	5	5	9	5	3
ENSG00000264577	22	23	27	17	6	24	13	17
MAPT-AS1_ENSG00000264589	0	3	0	3	0	1	0	2
PRKCA-AS1_ENSG00000264630	0	1	1	0	0	0	0	0
ENSG00000264635	3	0	7	4	1	3	0	4
ENSG00000264660	0	0	1	0	0	0	0	0
ENSG00000264666	4	1	2	6	5	3	4	1
ENSG00000264668	5	7	9	5	0	2	9	1
SEPTIN4-AS1_ENSG00000264672	14	12	17	14	22	5	9	12
KIAA0895LP1_ENSG00000264714	0	0	0	0	0	0	2	0
NPY4R2_ENSG00000264717	0	0	0	3	0	0	0	1
ENSG00000264739	0	1	1	0	0	0	0	0
DPRXP4_ENSG00000264743	2	0	0	0	1	2	0	0
TTC39C-AS1_ENSG00000264745	1	0	0	0	0	0	0	0
ENSG00000264769	3	0	1	2	0	0	0	0
ENSG00000264772	104	103	121	112	50	127	27	50
PPIAP14_ENSG00000264775	0	0	0	0	2	0	0	0
ERVFRD-3_ENSG00000264801	1	0	0	0	0	2	0	0
ENSG00000264808	4	9	6	10	10	6	4	4
ENSG00000264812	3	2	1	1	0	1	1	3
ENSG00000264813	1	0	0	0	0	0	0	0
ENSG00000264843	1	4	0	0	0	0	0	0
ENSG00000264853	0	0	0	0	0	0	0	1
DSG2-AS1_ENSG00000264859	1	4	0	4	0	5	1	4
